date;employee_title;employee_status;review_title;pros;cons
2020-11-19;Project Engineer;Current Employee;Great company;"Pay, benefits, ability to travel for work, effort to support the transition
";"Progression can be slow, projects ran slowly
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-17;Sales Associate/Cashier;Former Employee;Friendly;"Super nice and friendly staff. Made you comfortable
";"Standing long periods of times and pumps messed up a bit
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-17;Logistics;Current Employee, more than 3 years;Outstanding company to work for;"Everything, I have had a positive experience during my time at Shell.
";"I haven't had a negative experience during my time here.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-01;Kitchen Manager;Former Employee;Its not bad;"Pay and the people you work with
";"Everything else you can think of
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-22;Senior Geologist;Current Employee;Dumped without health insurance during a pandemic;"Large company with opportunities for people that meet a certain profile
Good reputation based on technical excellence in previous decades
";"No bonus in 2020
Constant re-organizations and layoffs
Rigid, inflexible and un-caring Human Resources Department
Poor benefits on severance vs other similar companies
Advice to Management
Walk the talk. Don't talk about care and compassion for people unless you can actually demonstrate it.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-29;Subsea Intervention Engineer;Former Employee, more than 3 years;Good company;"Great pay and benefits. Made great headway in D&I. People are great.
";"Lots of restructuring (but that's the nature of the industry). Large corporate system means lots of initiatives with work that no one wanted to do.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-29;Assistant Manager;Current Employee, more than 3 years;Easy gig;"Easy gig
Not too much work 
Mainly customer service
";"Low pay
Little room for growth
Not fulfilling
Advice to Management
Dont expect too much from your employees
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-14;Senior Solution Architect;Current Employee, more than 8 years;Family Oriented;"Great pay and excellent bonuses in the good times.
";"Too many middle management layers.
Advice to Management
reduce redundancy
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-27;Engineering Manager;Former Employee, more than 10 years;Was a great place to work;"Great international mobility with worldwide projects
";"Now trying to be an electric company
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-27;Cashier;Current Employee;Great;"Amazing and flexible hours at shell
";"Terrible pay and dirty environment
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-10;Senior Analyst;Former Employee, more than 5 years;Great place to work;"Great place to work, good pay
";"no work life balance and heavy work load
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-24;Machinery Condition Monitoring Specialist;Current Employee;Good company to work for;"Great benefits, cares for the community and the environment
";"None really, it's a good company to work for.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-24;Technician;Current Employee, more than 3 years;Great benefits;"Good safety atmosphere for all.
";"Top heavy management. Need to streamline.
Advice to Management
Too many layers
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-09;Manager;Current Employee;manager;"fun to work at with other
";"none other than industrial location
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-21;Reservoir Engineer;Current Employee;Reservoir engineer;"Love my profession and job
";"Too good I don’t want to leave.
Advice to Management
No advice
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-05;Human Resources Manager;Current Employee, more than 10 years;Collaborative Place to Work;"Collaboration, care for people, safety first, flexible work arrangements, and Energy Transition
";"Sometimes too process focused and highly matrixed
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-03;Senior Logistics Planner;Current Employee, more than 5 years;Senior Logistics Planner Review;"The people are very good. The pay is commiserate with level of responsibility.
";"Job Security dependent on Oil price
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-17;Engineer;Current Employee, more than 5 years;Best O&G Company to Work For;"Competitive pay, knowledgable team members, benefits
";"Too many reorganizations, not enough stability
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-16;Drilling Engineer;Current Employee, more than 5 years;Great Entry Level Job/ Horrible Long Term Job;"Good training and technical graduate program.
";"Beurocratic, clickish and dishonest management.
Advice to Management
Value productivity. Not social capital and tribalism.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-17;Gas Station Attendant;Current Employee, more than 1 year;gas;"hi i hate this interview
";"the place sucks alot yeah
Advice to Management
do better at doing better
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-15;Manager;Former Employee;Good company, just need to grow;"Working alone ten hours a new day
";"Customer service, inventory, sales, lotto,
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-14;Electrical Engineer;Former Employee;Great Company;"This company is great has many opportunities to move and choose your own path.
";"This can be pretty competitive. Not all team dynamics are the same.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-30;Principal Consultant;Former Employee;Superb Company;;"ltant in Johns Creek, GA
Recommend
CEO Approval
Business Outlook
Pros
Academic Environment
Smart People
Global Opportunities for HiPo
Excellent Benefits
Cons
Accelerated transformation cutting corners
Long hours
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-12;Senior Reservoir Engineer;Current Employee, more than 8 years;SHELL OIL COMPANY;"Great work culture. Great learning opportunity and career opportunities. Good benefits and compensation. flexible work schedule
";"enhance diversity and inclusion to consider mid-career individuals in the recruitment channels
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-28;Mechanical Engineer;Former Employee, more than 3 years;Great company;"The people are great to work with
";"The heirarchy can be a challenge
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-10;Anything Available;Current Employee;good but boring;"pay good not too much work
";"boring no build up sometimes you see creepy ppl
Advice to Management
do life insurance
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-11;Instrumentation and Controls Engineer;Current Employee;Typical corporate environment with good people and good compensation.;"Good pay. Good benefits. Good people.
";"Oil and gas industry is not as stable as it once was.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-26;Oil Rig Electrical Maint Engineer;Former Employee;Oil Rigging;"You bring resources for the use of the nation
";"Take too much of time away from family
Advice to Management
Keep the good work going
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-09;Maintenance/TA/Project Planner;Current Employee;Good company to work for;"Good pay, benefits & people
";"Facilities are located in less desirable location.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-07;Process Operator;Current Employee;Salary;"Good benefits, good compensation, advancement
";"Shutting down, work/life balance, poor management
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-22;Manager;Current Employee;Cool;"Good performance, good culture, good location
";"Location Is an advantage for most
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-06;Research Geologist;Former Employee, more than 8 years;Good when stable.;"Many opportunities to travel and work with colleagues around the world. Great pay and benefits.
";"With the large company, there can be issues with silos, and organizational politics. These issues tend to become more significant as oil prices drop.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-21;Manager;Current Employee;great relaxed atmosphere;"easy and flexible hours all around the week
";"none, great boss great leadership
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-03;Cashier;Current Employee, more than 1 year;Temp job;"Good environment, friendly day to day customers
";"Poor management, understaffed. Always working later then shift supposed to end
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-24;Senior Production Engineer;Former Employee, more than 10 years;Not a place to be if you are middle-aged and from the US.;"Great working experience that built on my skillsets.
";"Not a very pleasant experience with respect to how management treated it's employees.
Advice to Management
Nothing you don't already know.
1 person found this review helpful
Helpful
Share
Repor"
2020-11-02;Drilling and Wells Engineer;Current Employee;Great benefits, good place to work;"Great benefits, maternity/paternity leave, work life balance
";"Feels like layoffs once per year, energy transition has uncertainty
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-17;Sales Associate;Former Employee;Loved working there;"It's a large corporation that cares
";"With the grade system it was harder to grow
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-16;Principal Consultant;Former Employee, more than 10 years;Retired in 2009. Great Company to work for;;"ltant in Houston, TX
Recommend
CEO Approval
Business Outlook
Pros
Great benefits and working conditions with excellent prospects for growth
Cons
Sometimes but not always, slow in decision making
Advice to Management
Great leadership and continue doing what you are doing
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-15;Director;Former Employee, more than 10 years;Superb;"Academic, manifold opportunities, smart people, global opportunities for HiPos
";"Silos exist. Different regimes have different agendas.
Advice to Management
Slow down consolidation of HR
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-16;Machine Shop Worker;Current Employee;shop worker;"good place to work for a living
";"very bad manager won't promote
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-28;Cashier;Former Employee, more than 5 years;career at shell;"gained good experience. Professional owner
";"no cons at this business so far
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-28;Operations;Current Employee, more than 8 years;Process Operator;"Good pay great people longevity
";"Long hours, weekends and holiday
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-28;Area Sales Manager Industrial Lubricants/Coatings;Former Employee, more than 1 year;Good Place to work;"Team Oriented, High Performing Professionals, Challenging, Many Career Opportunities
";"Success is contingent upon Manager, Upward mobility can be challenging
Advice to Management
Always put employees first
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-28;Cashier;Current Employee, less than 1 year;Overnights;"Work by myself noone bothers me and no bosses to breath down my neck
";"No raise, no insurance, no vacation pay
Advice to Management
Just acknowledge if something is done right
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-14;Process Operator;Current Employee, more than 3 years;awesome;"everything is great about the company
";"nothing is wrong with this company
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-27;Cashier;Current Employee;It’s alright;"Most things are slow and steady
";"It can be dull cause it’s redundant
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-27;Retail Sales Associate/Cashier/Stock;Current Employee, more than 1 year;Good experience get to meet new people and build relationships with daily customers.;"Great listener, Great with people, Great personality, kept clean
";"Not the good management, Not that many employees,
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-11;Front End Chasier;Current Employee, less than 1 year;This is a great place to work for.;"Great people, most of the customers are friendly, you always stay busy.
";"I have nothing bad to say
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-11;Manager;Current Employee, more than 5 years;Okay;"Flexibility is really the only pro
";"Inconsistent training, low opportunity to advancement
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-25;Subject Matter Expert;Current Employee;it pays the bills;"its been a good place to work and the pay/benefits are fair.
";"Shell is an ok company in a shrinking industry.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-22;IT Senior Project Manager;Current Employee, more than 10 years;Great company to work for;"They care about their people. Very good leadership development opportunities
";"It's a big company which comes with some efficiency challenges
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-22;Production Operator;Current Employee, more than 10 years;Shell;"Great benefits and comparable pay
";"Too many processes and uncertain future
Advice to Management
Simplify
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-20;Sales Director;Current Employee;Great company;"Moving towards becoming a digital organization
";"Need more work life balance
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-20;Category Manager;Former Employee, more than 5 years;Benefits;"job opportunity, benefits, pay, people
";"can be stressful at time
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-06;General Manager;Former Employee;Enjoyed the variety of things that as a manager I was responsible for.;"Nice clean attractive atmosphere to work in.
";"The consistent hours can be a bit much
Advice to Management
Keep your employees happy and they will keep you happy.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-05;Consultant;Current Employee;Best place;;"ltant in Shell, AL
Recommend
CEO Approval
Business Outlook
Pros
I love it
Great company
I love the people
Cons
Clean and respectful
People are not a nice 
Middle East based
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-05;Team Member;Current Employee;good;"really good work enviroment fun
";"no cons at all its good
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-19;Analyst;Current Employee;Shell;"Excellent work-life balance, 401k and benefits
";"Cyclical nature of business can lead to layoffs or reorgs
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-10;Customer Service Representative;Former Employee;Just Rude;"loved the customers and the job
";"management hardley spoke english and was very rude
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-04;Student;Current Employee;great company to work for;"flexible schedule, good hours, casual, steady pay
";"customer service oriented, average pay
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-18;Day Shift;Current Employee, less than 1 year;Terrible idea;"Weekly pay decent work hourly work
";"Terrible management, lazy co-manager, WILL NOT keep a steady schedule
Advice to Management
Regional staff, you need to pick and choose your managers wisely
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-30;Administrator;Former Employee, more than 3 years;Great company;"Financially solid company. Employee advancement and lots of opportunities.
";"Downtown parking. Employees to find a different position on average of every 12 months.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-27;Production Engineer;Current Employee, more than 10 years;"Great Place to Work; Wonderful Benefits";"Some Pros Include: Benefits; Salary; Intellectual Stimulation
";"Some Cons Include: Work-life balance (sometimes)
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-28;IT Manager;Current Employee, more than 10 years;Love love Shell;"Lots of opportunities to grow, great compensation
";"To much focus on off shoring
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-26;Cashier;Current Employee;Okay;"Good pay with flexibility for the staff
";"Long work hours and benefits
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-27;Petrophysicist;Current Employee, more than 8 years;Shell - Petroleum Engineer;"Great team culture. Good compensation. Values work life balance. Flexible schedules. Good benefits.
";"Oil industry is a mess. Layoffs. Pay reductions.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-09;Digitalization Specialist;Current Employee, more than 8 years;fake it till you make it;"salary is great, there are a lot of good people (excluding leadership)
";"disingenuous leadership, if you're not a graduate hire and not top management, forge career progression. you are hired for a specific skill set and that's it
Advice to Management
look at cons. your care comes across as disingenuous because you don't act what you preach
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-08;Legal Counsel;Current Employee, more than 8 years;Has good intentions;"Has decent benefits package and people are nice
";"bureaucracy, too many layers and focuses on outside US
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-06;Gas Pump Attendant;Former Employee, less than 1 year;It was ok;"Pretty simple work, good hours
";"My boss was SUPER verbally abusive, but it was an individually owned franchise so I don't think this was a company-wide issue
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-07;Cashier;Former Employee, more than 1 year;Loved It!;"Flexible schedule, decent pay. Friendly staff.
";"Management unorganized. Customers usually rude.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-06;Rotating Equipment Engineer;Current Employee, more than 5 years;Great company with complex structure;"Caring for the employees and great safety culture
";"matrix organization with multiple stakeholders to please
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-05;Account Manager;Former Employee, more than 10 years;Account Management Review;"Great benefits and compensation package
";"Diversity and Retention is poor
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-06;Account Manager;Former Employee, more than 8 years;Account Manager;"Great benefits and compensation package
";"Diversity and retention is very poor
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-20;Supply Chain Analyst;Current Employee, more than 1 year;Cushy job;"Oil is a very dynamic space right now.
";"Typical issues of a large company (data silos, lots of stake holder management)
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-04;Wells Engineer;Current Employee;Engineer;"Opportunity to work from home
";"Can get pigeonholed into one department
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-02;Cashier;Former Employee, more than 10 years;They only needed help for a few weeks;"Very fast paced but meeting allot of people and hearing their stories is always amazing!!
";"Not everyone has as good a work ethic as some so it’s a bit upsetting having to take on other people’s chores as well as your own.
Advice to Management
Need more available cashiers so that the one working there 7 days a week can catch a day off
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-17;Manager;Former Employee;I liked working here;"Big company. Lots of opportunities
";"More Company activities would improve the culture
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-17;Project Manager;Former Employee, more than 10 years;Great Employer;"Work life balance, Core Values, Culture
";"working non US business hours
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-30;Shell Graduate Programmer;Current Employee, more than 1 year;Excellent program;"Everything about the program is excellent
";"I don't see any cons as of right now
Advice to Management
Keep up the good work management
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-29;Cashier;Current Employee;Shell;"Part time job for extra earning
";"Employees get paid normal wage
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-14;Cashier;Current Employee, more than 1 year;I work at a gas station and I take care of customer’s and deliveries;"Some customers enjoy the atmosphere when they come see me
";"I get a lot of drive offs or customers coming in to steal
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-27;Project Engineer;Former Employee, more than 5 years;Not bad;"Great work life balance, 9/80s, every other friday off
";"Advancement is limited to how well your manager likes you
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-26;Intern;Former Employee, less than 1 year;good experience;"people always willing to help
";"did not have any work planned for me
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-27;Senior Consultant;Former Employee, more than 1 year;Great Place to work;;"ltant 
Recommend
CEO Approval
Business Outlook
Pros
Good Company. Very friendly environment to work. I love it.
Cons
No cons. A great place to work.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-12;Research Scientist;Current Employee, more than 5 years;Forward thinking energy company;"Great work life balance, pay and vacation policy,
";"Too structure driven, slow at decision making,
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-23;Cashier;Former Employee;Bad Pay, Boring Days;"Easy work
Get to meet a lot of new, strange individuals
Develop friendships with regulars
";"Coworkers, customers, working in the freezer, horrible pay
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-07;IT Project Manager;Current Employee, more than 1 year;Strong Value for People;"Great company that values people.
";"Documented process and procedures are not strongly driven in the culture.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-06;Drilling Engineer;Current Employee;Good place to work and leading the energy transition;"Caring, good work life balance
";"Oil and gas looks increasingly volatile
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-20;Cashier;Former Employee;Not a long term job;"Pretty easy job and doesn’t take much effort
";"No bonuses or overtime pay
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-18;Exploration Geophysicist;Current Employee, more than 8 years;Great Place to Work, Outdated technology;"Great People, good benefits, interesting work
";"Technology is outdated. IT infrastructure is poor
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-17;Commercial Analyst;Former Employee, more than 1 year;First year employer;"Great company culture, really look after their employees
";"None, fair place to work if not a little hot
Advice to Management
Less strenuous pre employment checks due to duration.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-17;Store Clerk;Former Employee;Decent;"The pay was good for postion
";"Management had strong rules and hours
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-12;Gas Station Attendant;Former Employee;Graveyard shift is alright;"Easy job, calm and quiet
";"Working graveyard Shift isn’t fun
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-23;Production Specialist;Former Employee, more than 5 years;Takes care of their own;"Good compensation, culture encourages dialogue across all levels
";"Shell's in a transition at the moment and it's not clear how that may impact employment
Advice to Management
Hire more externally, especially to support energy transition
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-24;IT Advisory;Current Employee, more than 10 years;A Great Company With A Huge Mission;"The people
Opportunity for advancement
Great culture based on honesty, integrity, respect for people
A learning culture, personal and professional development is encouraged and supported financially
";"Highly technical roles in IT are primarily centered in Bangalore
Consensus driven culture; Decisions / planning often takes longer than it should
Geographically dispersed team members and stakeholders in different time zones can lead to delays in decisions or actions being taken
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-24;Subsea Engineer;Former Employee;Great people, interesting work;"Travel, access to technical experts, mentoring
";"Can be slow to move
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-06;Cashier;Former Employee, less than 1 year;Good job;"Chill, but some rushes of people.
";"Some people who come in can be morons and will take anger out on you
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-07;Customer Service;Current Employee;Shell;"Good hours and good customers
";"There were not any cons about working here
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-04;Staff Land Specialist;Former Employee, more than 5 years;Good company;"Salary, benefits, training, and intelligent colleagues.
";"Strong good ole boy network
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-04;RTL;Current Employee;Treat People Well/ Strategy Absent;"Benefits, People, Care for Employees
";"Long Term Strategy is Lacking
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-20;Systems Engineer;Current Employee;Great opportunities to grow, inclusive work environment and good benifits.;"Diverse staff, work life balance, and opportunity to grow make this a great place to work.
";"industry downturns are tough and have been more often.
Advice to Management
Promote more ideas from new staff, limit middle management mobility until you hit goals in your organizations.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-02;Software Engineer;Current Employee, more than 10 years;Shell Software engineer;"Work life balance is good, ok compensation, there are opportunities to learn new technologies, Do new projects.
";"Software development teams are mostly overseas, in experienced, work around time zones, no career path for US software developers.
Advice to Management
Management seems Understand technologies will make big differences for the company, with US as the most active business hub, should provide a career path for software engineer here also.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-18;Anonymous;Current Employee, more than 10 years;A great place to work!;"Collaborative environment with good pay and benefits
";"Location outside the city center
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-02;Deck Cadet;Former Employee, more than 1 year;Lack of Promotion opportunities;"The pay is barely competitive
";"Lack of communication and promotion
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-17;Anonymous;Former Employee, more than 5 years;good;"good stuff to work here
";"there was also bad stuff but less
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-30;Supervisor;Current Employee;Good pay and benefits;"This is a nice company to work for.
";"It's the oil industry. Working environment not the greatest.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-11;Geomatics Engineer;Current Employee, more than 3 years;Geomatics;"diversity and inclusiveness, international oil company culture
";"politics can be a barrier for fast technology advancement
1 person found this review helpful
Helpful
Share
Repor"
2020-08-26;Project Manager;Current Employee, more than 8 years;Good Company to work for, but very political;"Good Pay, Good Benefits, Safety First
";"Not much room for growth if you hired as en experience proffesional
Advice to Management
Look out for all people
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-26;Cashier;Former Employee, less than 1 year;boring;"consistent work schedule, easy to do work
";"days drag on, had to pay for water
Advice to Management
im thirsty
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-11;Anonymous;Former Employee, more than 3 years;Salary;"Fun customers and co workers
";"You work at a gas station
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-19;Senior Facilities Engineer;Current Employee;eh;"Good compensation and benefits psckage
";"Wild instability. Constant re organizations
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-18;Anonymous;Former Employee, less than 1 year;hours;"good hours work alone free coffee
";"not enough on job trianing for new employees
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-12;Health and Safety Engineer At Shell Oil US;Former Employee;Solid company;"Good training programs; benefits, hours
";"Industry up & down; pay stale
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-27;Sales Associate/Cashier;Former Employee, more than 8 years;Good;"Great scheduling and very flexible.
";"None. Great place to work.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-11;Team Lead;Former Employee;Cool company, great benefits;"Really awesome medical and life insurance
";"Promotion is not always granted to the best employee
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-31;Seasonal Sales Associate;Former Employee;Unsure;"People, good boss, great hours.
";"Busy, rude people, lots of messes.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-05;Subsea Engineer;Current Employee, more than 5 years;Decent Company - Decent People;"Great professional development opportunities
Socially aware company, they try to market for racial/social/energy equality - jury is still out on how authentic these messages are
Good salary, not sure how it compares to other OG majors though
Flexible working at the discretion of the manager
";"Boys Club - hardcore
New hires are all A+ type which ends up with a bit of friction
Easy to get lost in such a big company
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-20;Anonymous;Current Employee, more than 8 years;Great company to work for;"international opportunities to learn business in many countries
";"very big, take time to understand how does it work
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-19;Regulatory Specialist;Former Employee, more than 5 years;Overall Shell review;"The job opportunities are endless; the people are fantastic. My favorite job I ever had.
";"I had zero cons working for Shell.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-29;Cashier;Former Employee, less than 1 year;Not bad, liked my coworkers.;"Meeting new people and money
";"Dealing with angry customers and you cant call out or you get fired
Advice to Management
Need to realize that people get sick and need to call out
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-26;Counselor;Former Employee, more than 1 year;Good;"Flexible hours, good customer service
";"Average Salary, early mornings type
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-09;Cashier;Former Employee;Shell cashier.;"Friendly management and reasonable hours.
";"Part time no benefits given.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-23;Architect;Current Employee, more than 5 years;Burning out;"Good compensation. Interesting technology. Great safety culture.
";"No personal growth. No coordinated strategy and you are given demanding accountabilities left, right, and center from the alpha dogs. Tolerable if you don't have a family or your own ambitions/interests/specialties.
Advice to Management
Be decisive, especially about communicating what is removed from the table. You can't fix all sides of the iron triangle and then expect faster, better, cheaper everything.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-07;Anonymous;Current Employee, more than 1 year;Great Company;"Great opportunities and inclusive veteran friendly.
";"Not sure everybody has dislikes
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-12;Manager;Current Employee;Tough industry;"High salary and 9/80 schedule
";"Constant threat of layoffs and favoritism
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-06;Process Engineering Consultant;Current Employee, less than 1 year;Even as a contractor the benefits are pretty decent;;"ltant in Houston, TX
Recommend
CEO Approval
Business Outlook
Pros
Great job environment and nice cafeteria
Cons
As a contractor your job may no be secure
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-01;Wells Engineer;Current Employee, less than 1 year;Great place to work;"Takes great care of employees
";"I Haven’t found one yet
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-14;Human Resources Account Manager;Former Employee;It was cool.;"The pay was pretty competitive
";"Industry has layoffs quite often
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-04;Store Clerk;Former Employee, more than 3 years;Not that great;"Not too busy but just enough to stay open
";"Management sucks they need to figure out there stuff
Advice to Management
get better
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-03;Anonymous;Former Employee, more than 3 years;Don’t do it;"Not a single pro working there
";"Over worked, can’t call in, Everything falls on you
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-10;Assistant Store Manager;Former Employee, more than 3 years;Decent employer;"Great opportunity to learn customer service. This placed help me develop and hone my skills.
";"Its a gas station so you get a lot of weirdos that you must deal with delicately because they are still customers.
Advice to Management
There is so much need for better marketing and competitive action.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-06-26;Senior Staff Geologist;Current Employee, more than 8 years;Best Employer;"Growth, Deveplemnt, Diversity, Inclussiveness and Care for Talent
";"There is nothing i dont like working for Shell
Advice to Management
Focus in organic growth
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-28;Gas Pump Attendant;Current Employee, less than 1 year;Aweful experience;"you get pretty good tips sometimes
";"8+ hour shifts, bad management, no lunch breaks, consistently understaffed.
Advice to Management
don't try to claim exemptions you don't have, treat your workers like people, and don't work us to death
Be the first to find this review helpful
Helpful
Share
Repor"
2020-06-22;Gas Station Attendant;Former Employee, more than 1 year;Not bad if you have a great manager;"Routine tasks at a fairly predictable pace.
";"Low pay, working with the public, register was very outdated
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-05;Anonymous;Former Employee;Good environment;"Good environment and good sphere
";"Bad GPA system and bad co workers
Advice to Management
Remove GPA
Be the first to find this review helpful
Helpful
Share
Repor"
